genre	key	timesignature	tempo	t0	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10	t11	t12	t13	t14	t15	t16	t17	t18	t19	t20	t21	t22	t23	t24	t25	t26	t27	t28	t29	t30	t31	t32	t33	t34	t35	t36	t37	t38	t39	t40	t41	t42	t43	t44	t45	t46	t47 
Rap	4	4	142.409	-25.645	-69.775	-65.331	-35.1	-44.017	-127.003	-16.492	-187.668	-52.209	-36.701	-34.616	-39.747	-1.104	6.707	-15.178	9.807	-51.888	-18.673	-26.976	-1.597	30.394	35.592	37.047	66.869	8.45	-34.731	31.279	-34.29	38.41	29.312	7.442	-0.714	39.063	44.913	63.641	104.317	117.145	-92.348	-66.206	120.111	42.653	8.516	15.775	-45.288	62.476	19.449	34.594	18.105
Rap	9	3	112.991	-89.776	-36.966	-31.362	23.28	-48.335	-47.051	-48.486	-117.976	-60.503	-48.483	-59.517	1.062	-29.362	-22.197	-41.744	-66.825	-40.138	-8.083	13.93	44.523	-66.331	-81.087	-105.255	-156.142	-193.079	-52.785	-19.062	7.594	34.981	-59.519	-26.349	9.608	-76.128	-92.557	-118.017	-124.383	-157.241	-144.44	-36.866	12.501	-28.49	-22.989	-29.485	-20.038	-56.195	-21.639	-30.436	-25.247
Country	2	1	153.447	36.973	30.839	29.782	43.348	49.272	10.698	14.485	10.19	12.136	20.756	16.534	14.199	-15.249	11.911	-3.769	14.564	-18.034	12.804	-0.203	2.149	29.41	34.067	22.676	14.45	8.656	35.167	0.486	-15.863	-7.454	11.198	-7.451	-17.768	-1.116	6.149	29.657	-0.988	-0.004	-1.765	20.009	23.184	35.187	8.185	17.057	25.295	23.544	8.416	12.273	11.934
Pop_Rock	0	4	151.956	98.167	21.894	41.001	-23.322	29.265	20.755	3.722	20.968	29.142	41.781	-17.154	43.417	31.475	55.542	36.157	53.843	23.566	29.758	77.85	54.884	25.637	40.354	22.225	46.491	11.854	10.768	34.415	20.102	58.393	-2.41	42.822	30.728	31.19	25.555	40.549	38.338	-0.325	77.675	-2.425	55.165	20.275	25.832	19.014	38.093	24.379	55.469	6.049	26.135
Country	0	3	87.029	34.891	17.208	40.315	38.599	-23.849	-19.094	10.649	-33.27	8.073	98.301	20.035	28.916	10.204	40.656	75.615	54.46	20.319	1.588	35.777	-24.449	27.682	2.963	4.895	11.229	9.809	11.484	-1.939	38.687	57.114	27.256	20.603	11.131	20.53	-26.312	1.755	5.301	20.498	-5.837	-21.132	26.503	44.086	-4.919	30.326	-10.595	-1.923	18.631	26.898	28.869
Pop_Rock	0	4	130.049	29.296	5.067	12.154	6.24	0.957	-2.692	-12.789	7.373	-16.782	-12.49	-11.14	-36.369	-8.27	15.1	66.896	110.165	45.795	-0.115	37.309	41.035	-13.488	14.817	16.858	-1.688	-21.982	-7.805	-20.01	8.446	-36.905	-2.728	-29.091	-5.64	-16.91	31.132	30.988	44.401	103.466	76.001	63.445	39.319	32.957	5.665	47.015	80.339	58.668	23.742	59.037	35.937
Rap	11	4	88.176	41.042	65.04	100.711	59.898	31.609	126.784	98.642	-13.557	58.41	119.039	66.16	55.398	110.414	72.035	9.601	31.959	67.812	100.12	149.9	42.153	160.629	79.884	-18.845	55.498	33.004	37.737	50.545	19.692	33.155	117.889	31.433	18.756	15.453	84.12	88.213	-11.541	1.742	5.378	46.468	24.945	30.477	-8.661	44.774	6.878	47.384	47.107	44.121	51.475
Pop_Rock	7	4	144.447	-7.673	-1.536	32.741	44.571	32.02	56.686	51.675	4.079	9.549	8.445	9.899	23.274	4.927	12.787	18.022	25.173	30.25	10.369	8.827	16.535	-29.32	33.411	22.589	-0.673	-9.025	10.211	1.204	-31.378	2.719	19.814	42.557	-6.161	53.043	25.087	9.264	-24.533	13.189	27.052	33.988	20.416	20.831	9.574	19.156	-0.163	-17.446	-1.58	14.637	35.018
Pop_Rock	2	4	157.739	69.052	59.926	83.419	89.271	77.879	21.901	58.689	56.572	25.593	98.95	26.186	44.932	5.751	58.1	75.051	54.638	56.958	133.078	61.525	43.635	68.08	65.888	38.423	71.577	67.292	143.404	51.003	49.368	80.673	26.14	52.597	33.834	67.704	62.129	78.28	92.022	20.131	54.889	24.478	43.528	80.329	24.1	23.97	63.484	32.615	26.508	36.031	46.411
Pop_Rock	11	1	158.057	122.285	89.86	23.858	44.236	85.378	113.628	105.03	96.107	79.979	56.013	62.375	75.272	69.88	71.713	47.111	46.195	46.554	8.767	74.302	164.231	45.554	14.677	98.667	62.254	80.26	35.095	86.64	93.282	104.553	118.706	100.652	86.877	92.995	82.272	59.874	80.978	87.274	71.969	60.736	86.218	49.13	83.06	82.113	62.181	124.861	70.293	67.286	61.496
Electronic	9	4	109.85	26.902	58.11	29.072	50.06	87.185	47.105	57.195	35.146	68.673	54.74	35.103	75.395	35.866	63.922	76.665	42.231	48.649	44.323	93.804	35.891	52.69	33.37	80.268	21.279	57.081	41.127	82.402	51.427	79.03	107.245	140.53	163.981	96.106	71.824	84.525	54.292	63.954	57.19	84.366	34.181	74.885	54.617	82.144	70.722	61.618	58.557	63.857	61.133
Pop_Rock	5	3	167.489	-86.853	-92.742	-4.959	-67.252	-93.272	-81.78	-72.27	-76.852	-45.013	-93.879	-164.619	-153.434	-144.966	-125.163	-49.318	-139.687	-126.215	-154.257	158.595	17.424	-18.532	-92.397	-107.691	-71.257	-68.49	-14.75	-82.474	-71.61	-55.129	-49.606	103.634	-38.848	48.81	104.403	-81.649	-6.673	39.332	-35.378	46.776	9.183	63.142	45.288	-83.306	47.096	-134.128	-9.32	-21.997	-9.146
Electronic	4	4	130.005	72.673	135.992	101.575	125.066	96.234	149.724	97.193	80.519	-23.686	-18.698	-0.175	8.899	17.339	-4.638	-40.832	-46.415	-57.772	-39.687	-70.614	-50.061	-42.578	-30.665	-35.518	-21.251	9.997	18.789	20.077	16.834	7.725	-7.652	-12.658	-14.347	-20.0	-9.105	-40.493	-36.486	-19.859	-21.799	-26.604	1.626	17.319	19.56	7.778	-47.895	-44.977	-65.506	-63.207	-81.827
Pop_Rock	0	4	99.985	-107.143	-118.435	3.638	44.021	-8.604	-84.837	-86.164	-117.814	-131.14	-155.051	-126.347	-149.424	-26.634	22.606	-112.567	-144.268	-47.58	-77.283	-56.985	-129.329	-106.254	-80.684	-93.782	-141.387	-121.079	-120.536	7.076	-144.13	-103.286	-50.107	-101.429	-109.989	-133.129	15.905	-87.852	-111.973	-105.75	-131.685	-202.107	-121.024	-124.62	-15.92	-152.688	-133.687	-158.725	-71.575	-100.82	-118.429
Pop_Rock	10	4	137.486	-10.5	5.805	10.278	2.687	21.027	-10.043	-20.677	-30.797	19.245	-14.691	6.669	-2.265	-58.625	-44.916	-21.442	-34.314	-19.572	-24.612	-62.912	-33.932	21.289	-34.404	-24.642	-18.709	13.182	32.299	44.441	33.321	-12.814	21.393	-46.133	-21.973	4.998	3.436	-21.948	18.225	43.193	-15.016	-5.458	25.502	-21.102	9.775	-2.496	3.108	14.687	-19.021	30.586	50.356
Blues	2	4	96.364	-24.932	-15.886	201.724	-51.644	13.509	-36.142	-63.084	34.132	24.785	2.654	61.86	12.584	6.108	42.147	56.102	6.143	-21.833	26.357	75.321	57.288	19.83	-12.769	87.08	99.845	71.389	41.471	38.199	-33.679	33.534	-55.147	-44.922	-66.589	-75.556	-65.243	-4.251	11.868	-30.301	42.849	25.322	50.041	-29.908	117.564	102.9	58.936	42.728	48.753	-10.956	11.358
Pop_Rock	2	4	110.301	50.238	49.813	75.423	38.918	82.496	36.836	19.822	108.673	28.84	80.912	77.172	42.26	23.838	47.108	28.958	66.687	17.165	50.364	17.296	12.069	32.659	29.365	69.335	54.621	63.275	89.817	63.912	42.171	20.955	64.229	-3.074	23.836	1.269	-9.631	31.121	38.706	2.942	10.794	-21.16	43.41	45.164	14.535	35.554	28.921	1.053	27.139	16.501	50.206
Rap	5	4	157.665	71.491	50.016	33.056	54.822	105.666	46.016	104.083	74.007	65.878	102.48	7.998	25.931	30.001	77.107	-1.813	62.306	34.965	-0.553	110.796	102.316	70.333	118.977	87.573	163.011	79.43	85.489	110.999	87.019	39.662	60.038	81.923	59.494	51.094	22.216	12.756	57.464	83.865	97.396	39.692	124.523	57.964	75.452	115.681	78.101	97.385	89.569	33.062	104.973
Rap	11	4	126.892	142.361	22.387	-47.587	44.029	18.32	52.503	62.071	85.094	58.316	123.367	17.868	234.886	11.395	-19.094	24.341	23.073	102.822	113.403	73.242	192.324	16.712	10.767	129.928	69.623	61.341	36.415	110.677	108.319	94.753	3.633	39.507	50.289	100.027	-25.883	102.234	163.561	170.03	121.158	24.721	60.346	56.092	90.199	-2.385	67.34	12.492	40.722	174.24	88.766
Pop_Rock	10	4	163.604	57.356	30.673	25.349	4.927	30.397	23.655	28.108	104.294	27.034	24.187	29.456	2.338	14.563	12.635	29.357	39.339	50.092	-39.434	41.643	45.423	2.536	47.972	47.559	27.418	39.832	36.1	-11.264	61.11	122.285	32.194	28.923	27.158	3.138	25.431	46.361	43.455	23.613	13.922	-19.894	7.103	-54.236	-46.997	-16.297	63.725	-39.069	-73.423	37.35	-3.484
Blues	1	4	94.73	-106.588	-120.635	-112.076	-121.894	-132.252	-115.727	-131.523	-90.449	-89.865	-87.473	-91.048	-100.445	-81.683	-121.655	-111.753	-109.806	-124.579	-101.258	-117.235	-111.81	-103.957	-113.738	-110.926	-61.28	-51.512	-19.742	-73.447	-130.095	-91.311	-63.159	-19.879	-89.465	-84.588	-79.606	-79.593	-107.813	-61.146	-90.844	-99.822	-17.271	-29.013	-11.461	-108.279	-109.442	-114.919	-94.96	-34.097	-91.676
Pop_Rock	9	4	170.095	57.451	103.429	47.03	28.176	41.923	83.322	32.984	60.925	89.136	84.696	66.663	71.383	65.97	64.642	42.411	53.629	70.464	41.618	73.819	54.649	51.886	104.686	55.326	48.055	72.319	60.073	68.551	53.82	68.322	62.729	66.505	57.076	65.333	74.332	70.368	68.254	72.671	54.354	37.933	64.894	67.745	68.955	40.85	66.07	77.402	101.4	79.059	125.676
Pop_Rock	8	4	122.761	2.448	10.571	28.745	37.075	38.902	44.893	0.054	46.056	43.826	51.752	-3.558	-21.85	17.084	16.126	7.529	-13.313	-40.226	-43.386	29.031	-32.063	40.669	55.792	82.234	86.549	-15.549	-10.906	-96.028	13.802	16.784	51.582	-26.49	-13.345	-27.623	38.757	125.112	38.823	-13.051	-5.855	75.272	39.333	28.721	28.342	25.119	-5.788	-11.376	-16.894	20.295	-73.012
Pop_Rock	5	4	91.145	55.806	51.89	53.074	39.338	54.956	82.675	47.557	66.425	101.201	84.575	64.636	66.834	36.439	60.203	77.024	86.596	76.078	75.417	56.917	81.399	57.621	72.149	97.008	125.799	90.023	86.532	29.303	105.387	81.737	55.203	66.075	51.273	39.915	106.648	85.953	44.521	42.294	34.039	64.994	50.759	62.266	49.944	51.54	44.273	59.965	90.176	26.756	76.928
Pop_Rock	4	1	162.771	-21.761	-46.233	1.662	-18.081	-17.904	-31.135	50.579	7.738	-30.621	-49.407	7.093	-22.98	-27.344	-16.665	2.002	-29.283	-26.766	26.333	14.359	-37.648	-51.67	-54.35	11.24	5.757	-41.302	-46.114	27.284	-3.684	-21.375	-29.005	36.125	-0.102	-37.608	-60.252	-2.888	-23.255	10.901	61.625	17.359	-50.961	-21.126	-34.605	24.715	-10.596	-22.101	-7.848	56.699	-2.222
Pop_Rock	0	4	145.99	-81.566	-125.36	-68.073	-95.659	-79.231	-127.942	-55.847	-64.27	-58.551	-38.7	-4.87	-22.204	-27.276	15.456	13.795	-33.042	-26.71	-50.562	-55.186	-94.719	-100.49	-59.537	-72.849	35.021	-12.621	-21.626	-114.602	-72.186	-54.542	-87.896	-11.23	-52.476	-50.28	-56.439	90.063	24.29	26.247	8.302	-39.147	-34.596	-53.892	-41.514	-9.992	8.318	-56.771	-95.584	-75.42	-134.073
Pop_Rock	9	4	117.574	-57.948	-26.144	55.005	-22.563	-7.768	-12.086	-49.955	20.093	49.007	-4.994	-5.981	-35.961	-12.718	24.186	56.504	7.524	28.088	27.852	-11.426	28.14	28.582	52.413	0.374	-12.027	5.9	4.239	-8.208	36.703	-58.943	-30.525	55.354	-26.376	6.656	0.798	22.54	33.302	22.395	-17.299	6.469	59.121	31.013	38.916	-29.155	-6.347	25.091	-24.045	56.968	-17.51
Blues	2	4	106.534	6.83	12.403	-1.747	-40.556	-15.024	7.469	18.475	-26.917	-108.063	-94.792	-31.364	10.205	-41.779	8.938	-22.111	7.972	-24.894	29.161	0.054	-38.227	16.818	-8.817	5.985	87.76	6.149	-17.795	-56.95	44.162	-32.806	24.571	-55.357	-32.063	-61.241	-19.492	-71.086	-38.643	-58.867	-83.13	-81.63	-119.948	-97.799	-67.716	-35.107	-101.677	-54.889	-38.589	-12.502	16.825
Blues	2	4	158.12	-88.084	-75.374	-101.87	-121.1	-105.71	-67.684	-81.959	-91.941	-79.578	-108.893	-103.887	-95.606	-68.006	-68.008	-93.577	-149.19	-87.159	-110.269	-138.12	-164.686	-143.045	-100.497	-87.248	-114.074	-159.998	-66.235	-128.704	-117.103	-117.203	-97.504	-106.757	-149.152	-61.942	-147.524	-138.736	-185.537	-108.276	-113.975	-116.213	-154.37	-67.325	-148.719	-111.0	-148.22	-128.642	-88.903	-112.917	-114.59
Pop_Rock	2	4	103.476	-71.29	-55.245	-71.469	-65.525	-21.829	-16.914	-35.441	-67.774	-65.25	-18.52	-57.523	-43.598	4.852	-34.939	-20.338	-45.166	-61.081	-92.962	-33.309	-48.105	70.113	-43.836	-32.544	-60.905	-37.135	-6.151	-44.06	-79.81	-33.118	-74.813	-46.822	-37.174	-24.732	-48.731	-42.67	-58.806	-62.706	-34.596	-70.822	-18.05	-8.325	-38.254	-23.673	-9.179	17.872	-0.741	-9.907	-66.241
Country	9	4	170.995	13.419	-72.952	-64.205	-31.937	1.228	5.813	-86.36	-8.991	-61.716	-94.781	-51.672	-35.301	-80.995	-78.983	-84.214	-33.079	-91.262	0.699	-62.236	-33.736	-16.178	-39.615	13.498	-53.136	-72.115	-30.288	-91.981	-34.634	87.536	-48.911	-34.536	-18.734	-69.349	-90.088	-0.495	-88.468	-27.108	-16.082	4.255	26.116	15.005	6.01	27.857	-50.966	-43.887	1.943	-8.473	-92.125
Blues	4	4	170.217	-6.677	-6.177	5.025	-13.817	-5.569	-11.206	28.669	5.973	-14.709	6.91	-20.498	-2.686	6.293	18.033	16.616	28.388	73.472	7.53	36.976	33.78	30.658	5.907	35.75	17.93	-5.239	14.178	25.466	9.657	11.791	17.99	18.219	16.895	48.667	45.107	5.303	35.592	25.494	9.452	6.211	-12.565	0.249	-30.808	4.574	-20.379	1.778	1.579	-8.048	13.664
Pop_Rock	6	1	64.101	-12.801	-8.537	-61.943	-55.834	20.984	-28.922	-21.37	0.594	-16.632	-62.148	-72.072	-83.121	-17.245	-55.859	-80.427	-62.094	-47.974	-76.889	-11.991	-30.022	-19.643	-31.205	-71.037	-71.814	-99.429	6.911	-1.638	-23.335	-85.415	-72.488	-64.724	-111.912	-36.671	-36.903	-25.546	-25.765	-63.649	-49.836	-38.618	-21.754	-52.963	-4.799	-55.254	-45.47	-88.545	-71.629	70.211	-18.628
Rap	2	4	87.599	97.356	87.058	51.409	15.353	79.254	48.524	21.991	-12.781	5.442	123.995	72.574	54.269	69.254	-28.038	23.674	100.119	-35.054	29.737	103.889	25.793	85.842	52.574	84.987	77.276	82.029	42.916	18.962	57.72	27.814	27.669	12.768	-43.414	47.63	30.15	24.58	78.281	7.235	53.229	91.752	124.026	125.315	61.925	39.785	88.486	75.246	74.154	78.607	62.298
Electronic	2	4	123.013	63.939	85.738	83.962	-7.44	52.171	19.387	51.127	93.333	135.512	82.548	36.308	28.791	22.226	27.577	20.175	-20.357	52.578	-4.502	70.242	37.625	18.235	-8.372	36.05	-186.831	-34.032	-126.371	-74.01	-20.961	-56.122	64.175	110.607	60.364	70.62	58.997	24.407	-26.865	40.148	0.673	72.153	81.175	40.442	178.244	112.003	-14.027	-64.226	-54.461	14.57	-26.025
Electronic	1	1	161.772	45.327	-84.254	-10.445	-85.653	12.105	35.543	51.579	-79.98	-26.568	-38.407	23.188	-55.705	113.886	72.094	33.231	71.445	-61.242	93.656	-76.487	52.528	-78.129	40.49	75.504	-21.723	71.804	66.661	90.832	-35.177	67.928	28.253	16.016	78.857	102.818	118.648	63.536	57.162	146.168	-73.903	118.652	-133.349	74.249	-80.784	40.417	-89.793	19.472	43.312	86.258	-72.767
Pop_Rock	2	4	100.075	-61.572	-66.577	-29.816	-20.114	94.96	56.563	-10.478	6.032	-25.279	-48.272	-51.773	71.462	73.808	52.196	29.17	7.272	3.554	13.964	37.205	-20.752	4.834	31.979	-78.55	-3.186	60.776	157.53	84.985	14.792	24.909	-8.215	14.666	-16.967	14.484	-2.914	-35.018	73.932	64.546	126.089	100.917	156.619	70.001	-51.782	12.005	-37.4	101.904	0.33	-23.849	33.794
Pop_Rock	11	4	96.02	-35.401	-28.948	-11.182	87.153	-34.423	106.889	-18.446	-34.987	-77.575	-54.644	-59.055	-47.854	-86.757	-64.364	-84.002	-54.595	-132.142	-85.317	-100.893	-69.438	-64.584	-51.038	-68.359	-69.586	-32.356	-72.167	87.711	-58.335	-93.76	-58.675	-54.664	-103.089	-35.248	-76.147	-59.502	92.917	-26.48	-49.804	-12.895	-61.628	-82.581	-47.769	-51.38	-50.753	-59.501	-77.843	-67.364	-0.613
Pop_Rock	2	4	101.66	-3.155	-11.117	44.714	1.183	-0.206	3.588	84.378	35.586	33.728	61.058	43.414	43.75	26.224	-17.135	-9.576	-3.107	29.972	48.67	24.599	24.531	19.282	8.252	56.488	10.006	9.147	-0.282	10.917	-16.77	18.7	12.894	-5.536	-10.174	6.499	6.415	6.572	51.759	-10.844	-11.652	6.703	11.17	-10.641	-17.061	7.304	22.2	-5.956	14.27	-6.982	1.293
Pop_Rock	9	1	155.411	8.253	74.033	19.728	8.918	49.935	34.253	34.661	57.384	75.712	42.692	0.486	8.857	65.061	37.656	41.997	47.831	130.567	42.944	29.763	91.455	7.758	13.572	3.471	91.457	87.28	40.11	87.168	17.387	36.794	28.062	23.194	31.421	42.945	-3.519	34.12	-13.402	18.255	6.702	82.13	89.529	75.431	34.15	71.639	43.371	12.351	25.235	87.622	83.839
Pop_Rock	0	1	139.967	33.397	17.134	35.308	16.467	41.272	71.439	2.312	29.359	21.983	4.262	-12.346	23.126	59.806	35.854	2.264	10.627	12.863	8.1	69.309	-10.923	2.141	3.325	23.482	68.501	15.009	-10.697	1.912	6.74	4.198	15.886	28.872	12.401	1.703	41.123	68.198	8.429	14.072	38.611	27.356	21.254	19.64	37.093	25.857	12.365	18.89	72.895	37.375	26.485
Pop_Rock	9	4	97.546	64.949	75.126	47.615	58.892	43.758	103.748	107.141	43.013	73.909	73.121	74.619	88.256	75.655	78.083	97.842	89.511	91.851	76.356	89.781	76.369	104.788	79.452	76.357	84.175	87.418	70.623	84.482	70.573	96.286	77.86	89.555	84.449	87.004	71.697	83.916	100.135	81.373	43.841	40.924	80.557	82.129	54.536	93.231	83.465	81.929	56.93	75.987	56.93
Pop_Rock	9	5	104.208	-46.248	-37.219	-32.369	-28.393	-42.65	-44.093	-49.221	-37.434	-44.212	-19.681	-27.703	-38.715	-42.03	-70.91	-34.141	-12.967	23.534	-32.643	-48.833	-12.518	-51.674	-53.1	-39.098	-16.394	-53.735	-33.028	-62.282	-21.223	-33.06	-25.557	-33.934	-12.3	-22.145	-21.575	-42.143	-18.242	-71.829	-82.988	-27.031	-34.063	-26.184	-32.123	-52.876	-40.679	-20.282	-39.007	-16.906	-38.462
Pop_Rock	1	4	110.993	-24.915	-66.682	-7.561	22.781	-15.952	-2.311	-108.371	24.702	-21.737	-21.973	-11.404	45.358	10.764	-54.59	-26.207	-69.997	-34.477	-57.759	-6.428	-65.549	-24.473	-47.855	-93.377	-60.296	-32.602	-95.6	11.065	44.821	45.772	57.521	44.138	108.506	100.437	28.953	31.398	80.357	60.586	-82.212	34.858	-19.04	8.977	13.814	-27.264	24.653	22.842	75.173	-81.044	34.472
Pop_Rock	8	4	141.63	68.201	69.246	55.753	38.777	45.1	85.513	84.911	80.426	57.882	61.768	45.867	61.278	75.988	82.902	61.955	63.836	64.255	75.352	77.507	49.991	63.534	56.112	73.168	83.493	62.871	54.035	53.327	92.5	87.101	90.487	88.577	76.351	93.045	84.34	79.526	85.971	101.082	49.563	47.258	87.167	116.437	77.786	112.845	117.701	77.574	111.519	116.691	90.766
Pop_Rock	0	4	167.772	24.805	35.323	-48.782	72.868	73.045	87.13	-23.042	39.093	-3.907	75.207	9.884	-24.671	64.241	93.375	43.897	48.724	18.507	79.779	82.362	51.169	45.054	97.265	-2.863	-11.71	47.03	71.834	37.722	40.126	71.654	32.635	62.35	29.432	65.585	66.977	62.521	68.222	26.997	33.994	55.705	29.937	18.541	20.537	66.797	48.366	29.35	52.52	83.788	25.165
Pop_Rock	2	3	167.504	23.732	35.455	16.115	-11.508	-3.105	9.689	17.939	6.874	11.301	21.098	14.827	13.301	41.155	-1.086	13.672	23.816	11.668	28.972	17.492	-7.012	-6.953	9.683	24.59	26.416	35.862	49.471	4.707	27.7	-2.013	15.947	4.373	4.582	6.262	7.994	17.412	3.698	27.633	45.085	53.892	41.998	-15.72	8.512	-12.509	25.921	18.712	37.947	6.858	32.276
Country	0	4	119.053	26.361	66.047	-3.174	16.026	0.038	25.065	-0.08	-32.056	-11.547	-2.898	-8.16	-19.036	-41.291	-48.698	-34.427	23.601	-21.278	19.1	32.092	-7.169	-24.429	2.287	62.372	24.619	19.486	19.136	-22.741	-13.996	73.953	55.759	-7.395	-12.116	-16.16	25.603	37.371	4.058	26.646	43.872	23.759	-15.075	14.828	2.332	21.722	21.577	17.056	1.363	38.771	13.114
Pop_Rock	2	1	86.595	-2.38	14.646	-22.212	-55.998	-60.664	4.615	-36.811	6.0	-1.36	-40.013	-50.525	-53.198	-32.726	-47.386	33.719	-15.135	-2.182	-9.638	-43.918	-20.012	6.279	-8.46	-8.139	-24.233	-48.794	-66.587	-52.348	-22.987	26.187	19.848	1.364	1.673	24.205	10.625	-2.973	-23.857	-17.583	-3.023	-14.933	0.549	1.317	45.793	-35.519	-37.603	-40.934	-41.259	3.045	16.689
Pop_Rock	9	4	123.293	24.412	55.381	44.826	3.584	7.587	25.943	31.403	60.834	81.146	9.974	31.62	40.164	68.699	49.922	8.869	-52.129	70.322	99.837	84.662	93.897	83.595	99.874	87.074	89.483	63.361	48.557	43.912	35.484	58.941	63.117	68.983	39.826	43.034	54.611	61.536	22.922	46.539	22.602	42.596	-1.559	5.746	34.18	48.339	59.462	52.36	32.807	41.679	41.397
Pop_Rock	10	4	84.983	-83.399	162.692	67.916	-51.666	-0.025	-50.105	18.776	-54.697	7.632	78.505	50.028	2.916	9.74	10.846	-4.643	25.313	-22.085	-22.445	71.278	66.505	12.401	124.7	39.585	44.891	55.967	-21.614	64.785	77.045	-12.023	38.383	-8.682	-8.649	-1.068	55.092	6.32	-91.427	-20.76	-55.665	-42.744	-4.326	-38.36	-79.515	-21.035	-62.993	-27.068	67.119	52.291	24.493
Rap	1	5	106.961	125.551	-1.098	95.902	160.337	107.699	116.736	49.201	131.216	11.614	41.1	78.976	14.019	106.359	1.799	107.353	11.913	111.449	81.997	75.482	53.017	109.069	13.434	1.084	29.447	21.812	83.839	89.138	70.156	2.419	52.2	98.18	76.52	227.784	61.085	148.832	148.306	69.923	127.282	12.32	82.372	75.132	33.971	98.083	88.944	214.359	61.84	5.945	11.884
Blues	8	4	69.347	-134.087	-103.053	-74.729	-34.784	49.611	-38.308	-38.847	7.631	-34.086	-41.173	-45.218	-49.103	-51.085	-124.897	-94.166	-91.548	-18.129	-112.596	-82.149	-25.571	-92.972	-110.692	-141.173	-62.382	-75.555	-78.351	-97.486	-104.214	-58.294	-104.71	-138.022	-30.774	-13.022	-75.958	-112.922	-82.977	-79.193	-136.609	-139.319	-148.44	9.68	-73.611	-52.446	-88.552	-73.842	-54.982	-76.304	-49.448
Pop_Rock	1	1	92.502	-224.145	-206.041	-202.187	-216.961	-209.313	-181.971	-216.44	-219.226	-225.793	-180.057	-142.811	-165.892	-182.499	-221.685	-238.211	-238.765	-211.478	-206.128	-224.378	-215.203	-200.881	-176.499	-234.154	-223.951	-209.192	-220.403	-239.261	-213.778	-220.713	-235.771	-254.761	-246.136	-236.653	-248.86	-233.223	-227.348	-220.331	-231.687	-241.271	-236.859	-249.581	-254.086	-235.363	-226.883	-223.995	-188.455	-191.5	-189.267
Pop_Rock	3	4	94.161	-97.044	-129.037	-75.025	-106.456	-143.805	-95.942	-123.326	-82.245	-85.943	-82.766	-109.482	-103.755	-23.808	-58.684	-99.297	-96.541	-68.336	-89.265	-97.039	-106.215	-55.514	-77.892	-65.113	-86.191	-94.668	-76.874	-72.948	-81.688	-73.619	-58.763	-106.727	-113.576	-111.886	-104.158	-131.605	-104.065	-139.321	-124.955	-103.144	-108.4	-126.589	-75.039	-96.494	-118.865	-128.858	-113.9	-109.155	-106.588
Pop_Rock	9	4	86.308	55.196	61.881	51.625	40.712	69.292	69.866	57.109	71.445	54.165	67.301	52.075	59.55	49.525	28.597	25.324	30.311	21.358	21.382	23.205	32.106	48.434	39.872	77.345	-28.796	-100.84	-69.732	-95.383	-98.864	-94.94	-90.907	-91.478	-72.555	-51.075	-98.309	-84.472	-16.318	-92.24	-77.081	-58.542	-48.787	-57.047	-17.221	-102.733	-94.268	-87.994	-46.023	-41.842	-67.858
Pop_Rock	11	4	87.779	70.135	96.171	52.857	47.471	49.95	26.517	-1.6	58.156	42.898	24.355	51.759	55.289	62.793	90.131	52.635	31.547	13.725	36.055	3.342	29.104	1.284	16.018	45.598	76.556	61.287	47.816	39.976	70.821	51.582	41.333	-2.01	-12.606	20.91	42.896	92.762	63.816	52.084	20.278	48.496	63.931	66.403	23.158	13.999	55.777	64.19	71.752	28.234	27.869
Pop_Rock	7	4	102.984	31.228	27.911	54.012	20.866	-36.591	-67.335	-33.064	-16.248	-3.426	6.924	-21.341	-14.702	-55.694	-6.973	-19.837	-18.857	4.012	-39.685	-30.506	-15.767	-34.415	-43.493	22.953	18.298	66.862	28.894	51.014	23.519	10.912	22.41	17.59	15.905	0.74	37.387	-46.288	-35.695	6.548	47.292	11.91	-25.168	13.46	-23.198	34.846	32.35	5.439	0.291	-35.172	-19.374
Pop_Rock	3	5	121.518	23.493	10.998	52.921	82.909	9.966	27.635	32.688	25.268	4.545	2.059	27.267	36.339	55.809	26.519	11.797	31.74	24.01	24.358	8.135	23.021	12.093	21.197	27.506	25.375	2.527	-5.22	28.045	30.586	24.863	56.693	44.043	24.095	21.391	22.753	10.645	66.899	46.058	30.991	42.523	30.013	12.822	13.439	41.833	45.184	37.293	32.49	25.883	29.483
Pop_Rock	5	4	143.59	3.923	48.075	115.298	54.972	21.968	-27.255	26.494	35.343	-16.897	-0.848	-12.234	26.023	55.299	44.753	31.13	-4.545	23.698	41.9	31.648	11.634	-2.693	-0.241	-23.286	32.086	-48.474	74.645	89.895	16.53	39.73	-18.685	18.849	-24.063	-14.186	-1.534	6.708	24.632	46.607	34.834	-1.036	9.957	-4.851	-35.396	12.701	41.005	13.805	-2.238	-40.467	7.598
Pop_Rock	9	4	169.994	55.465	58.641	44.357	43.513	90.077	17.907	28.893	67.243	32.54	19.529	40.006	65.569	36.995	0.427	3.368	23.146	54.435	47.776	42.007	49.405	19.348	52.292	44.896	66.249	0.864	17.111	20.631	-5.824	22.576	1.053	58.697	9.979	26.964	17.428	19.6	26.169	30.064	18.733	118.66	115.375	31.378	10.926	25.86	13.189	27.354	28.59	38.981	-9.764
